TotalLoadMW,ForecastTotalLoadMw,IdDate,IdMacroZone
630.46,624.74,11106,6
2717.85,2693.19,11106,3
40326,39960,11106,8
1092.95,1078.38,11107,7
3619.68,3571.41,11107,2
23318.13,23007.16,11107,1
7854.14,7749.4,11107,4
2489.03,2455.84,11107,5
800.67,789.99,11107,6
2967.4,2927.83,11107,3
42142,41580,11107,8
22362.69,22663.46,11108,1
7388.75,7488.13,11108,4
2408.13,2440.52,11108,5
1115.9,1130.91,11108,7
3383.04,3428.54,11108,2
771.88,782.26,11108,6
2868.61,2907.19,11108,3
40299,40841,11108,8
1039.25,1055.49,11109,7
3112.97,3161.62,11109,2
20391.46,20710.16,11109,1
6861.44,6968.68,11109,4
2249.4,2284.56,11109,5
698.51,709.42,11109,6
2692.98,2735.07,11109,3
37046,37625,11109,8
2826.5,2884.12,11110,2
18970.3,19357.04,11110,1
6185.22,6311.32,11110,4
1989.25,2029.8,11110,5
938.22,957.35,11110,7
633.96,646.89,11110,6
2547.55,2599.49,11110,3
34091,34786,11110,8
2485.82,2535.2,11111,2
17214.24,17556.23,11111,1
5444.15,5552.3,11111,4
1698.84,1732.6,11111,5
828.68,845.15,11111,7
516.97,527.24,11111,6
2264.3,2309.29,11111,3
30453,31058,11111,8
4813.61,5073.07,11112,4
1545.25,1628.54,11112,5
787.82,830.28,11112,7
2308.53,2432.96,11112,2
16233.88,17108.91,11112,1
453.12,477.54,11112,6
2001.79,2109.69,11112,3
28144,29661,11112,8
758.77,801.55,11113,7
2200.34,2324.41,11113,2
15261.16,16121.69,11113,1
4431.17,4681.03,11113,4
1453.94,1535.92,11113,5
428.29,452.44,11113,6
2050.34,2165.96,11113,3
26584,28083,11113,8
2202.58,2281.53,11114,2
14972.02,15508.7,11114,1
4483.2,4643.91,11114,4
1383.91,1433.51,11114,5
743.72,770.38,11114,7
441.08,456.89,11114,6
1857.51,1924.09,11114,3
26084,27019,11114,8
734.4,758.12,11115,7
2129.81,2198.58,11115,2
14840.2,15319.38,11115,1
4354.58,4495.18,11115,4
1367.09,1411.24,11115,5
442.46,456.75,11115,6
1898.46,1959.76,11115,3
25767,26599,11115,8
15150.94,15547.86,11116,1
4385.36,4500.24,11116,4
1419.99,1457.19,11116,5
755.5,775.29,11116,7
2102.25,2157.32,11116,2
440.65,452.19,11116,6
1931.32,1981.91,11116,3
26186,26872,11116,8
811.14,814.67,11117,7
2235.06,2244.8,11117,2
16028.53,16098.35,11117,1
4727,4747.59,11117,4
1514.34,1520.94,11117,5
461.86,463.88,11117,6
1998.08,2006.78,11117,3
27776,27897,11117,8
2450.55,2453.74,11118,2
17259.02,17281.47,11118,1
5070.76,5077.36,11118,4
1602.22,1604.3,11118,5
882.45,883.6,11118,7
487.26,487.89,11118,6
2222.75,2225.64,11118,3
29975,30014,11118,8
2778.45,2732.44,11119,2
19296.55,18977.03,11119,1
5627.32,5534.14,11119,4
1821.51,1791.34,11119,5
1045.17,1027.87,11119,7
601.24,591.28,11119,6
2286.77,2248.91,11119,3
33457,32903,11119,8
20342.99,20637.56,11120,1
5957.82,6044.09,11120,4
2092.11,2122.4,11120,5
1131.02,1147.4,11120,7
2985.9,3029.14,11120,2
666.42,676.07,11120,6
2251.74,2284.35,11120,3
35428,35941,11120,8
993.86,1025.28,11121,7
3262.59,3365.74,11121,2
20625.3,21277.4,11121,1
6427.68,6630.91,11121,4
2082.64,2148.49,11121,5
662.52,683.47,11121,6
2097.41,2163.73,11121,3
36152,37295,11121,8
3096.69,3212.09,11122,2
20538.28,21303.59,11122,1
6290.02,6524.4,11122,4
1982.21,2056.07,11122,5
913.3,947.33,11122,7
681.21,706.59,11122,6
1976.29,2049.93,11122,3
35478,36800,11122,8
3042.18,3064.14,11123,2
20219.93,20365.87,11123,1
6359.1,6405,11123,4
1940.48,1954.48,11123,5
845.72,851.83,11123,7
709.14,714.26,11123,6
1796.45,1809.42,11123,3
34913,35165,11123,8
3024.69,2974.22,11124,2
19284.04,18962.27,11124,1
6511.19,6402.55,11124,4
1968.01,1935.17,11124,5
890.12,875.27,11124,7
759.91,747.23,11124,6
1903.04,1871.28,11124,3
34341,33768,11124,8
2727.9,2725.93,11125,2
18492.76,18479.35,11125,1
6321.95,6317.36,11125,4
1893.17,1891.79,11125,5
832.57,831.96,11125,7
736.92,736.39,11125,6
2083.73,2082.22,11125,3
33089,33065,11125,8
2688.88,2667.08,11126,2
6178.22,6128.14,11126,4
1817.13,1802.41,11126,5
855.12,848.19,11126,7
712.4,706.63,11126,6
17655.37,17512.28,11126,1
32204,31943,11126,8
2296.89,2278.27,11126,3
32286,31363,11127,8
900.47,874.73,11127,7
2799.17,2719.15,11127,2
17343.11,16847.3,11127,1
6323.91,6143.12,11127,4
1882.05,1828.25,11127,5
754.9,733.32,11127,6
2282.4,2217.15,11127,3
3009.78,2968.09,11128,2
16603.18,16373.22,11128,1
6514.67,6424.44,11128,4
1900.66,1874.33,11128,5
854.05,842.22,11128,7
690.84,681.28,11128,6
2338.82,2306.43,11128,3
31912,31470,11128,8
948.64,936.97,11129,7
2848.85,2813.81,11129,2
17275.53,17063,11129,1
6128.2,6052.81,11129,4
1927.37,1903.66,11129,5
638.45,630.59,11129,6
2421.96,2392.16,11129,3
32189,31793,11129,8
18525.32,18285.48,11130,1
6141.06,6061.55,11130,4
1959.93,1934.56,11130,5
965.25,952.76,11130,7
2860.76,2823.72,11130,2
636.5,628.26,11130,6
2588.18,2554.67,11130,3
33677,33241,11130,8
1094.75,1060.7,11131,7
3024.34,2930.28,11131,2
19493.58,18887.29,11131,1
6826.25,6613.94,11131,4
2329.74,2257.28,11131,5
798.06,773.24,11131,6
2765.29,2679.28,11131,3
36332,35202,11131,8
2756.8,2747.43,11132,2
18613.38,18550.1,11132,1
6300.99,6279.56,11132,4
2198.25,2190.77,11132,5
1090.88,1087.18,11132,7
726.77,724.3,11132,6
2727.94,2718.66,11132,3
34415,34298,11132,8
1012.16,1002.75,11133,7
2601.06,2576.89,11133,2
17196.5,17036.65,11133,1
5862.01,5807.52,11133,4
2042.5,2023.51,11133,5
671.9,665.66,11133,6
2565.87,2542.02,11133,3
31952,31655,11133,8
5365.37,5334.92,11134,4
1842.61,1832.16,11134,5
929.83,924.56,11134,7
2380.57,2367.06,11134,2
16080.77,15989.51,11134,1
625.52,621.97,11134,6
2379.32,2365.82,11134,3
29604,29436,11134,8
839.62,825.28,11135,7
2189.36,2151.97,11135,2
14639.89,14389.9,11135,1
4862.18,4779.15,11135,4
1668.45,1639.96,11135,5
611.88,601.43,11135,6
2126.62,2090.31,11135,3
26938,26478,11135,8
2007.76,2059.99,11136,2
13343.6,13690.77,11136,1
4534.35,4652.33,11136,4
1563.33,1604,11136,5
803.11,824.01,11136,7
599.81,615.42,11136,6
1823.05,1870.48,11136,3
24675,25317,11136,8
780.23,789.54,11137,7
1936.7,1959.82,11137,2
13024.99,13180.49,11137,1
4192.07,4242.12,11137,4
1439.43,1456.61,11137,5
549.59,556.15,11137,6
1781.99,1803.27,11137,3
23705,23988,11137,8
12826.17,12867.7,11138,1
4021.51,4034.53,11138,4
1368.79,1373.22,11138,5
748.38,750.8,11138,7
2004.83,2011.32,11138,2
551.11,552.9,11138,6
1643.21,1648.53,11138,3
23164,23239,11138,8
744.18,743.62,11139,7
1938.69,1937.24,11139,2
12483.49,12474.13,11139,1
3987.94,3984.95,11139,4
1363.71,1362.68,11139,5
544.17,543.76,11139,6
1596.83,1595.63,11139,3
22659,22642,11139,8
1953.51,1947.44,11140,2
12615.1,12575.9,11140,1
3976.53,3964.18,11140,4
1372.95,1368.69,11140,5
736.31,734.02,11140,7
546.8,545.11,11140,6
1648.79,1643.67,11140,3
22850,22779,11140,8
747.39,731.88,11141,7
2011.5,1969.74,11141,2
13400.54,13122.35,11141,1
4080.69,3995.98,11141,4
1436.54,1406.72,11141,5
541.41,530.17,11141,6
1674.93,1640.16,11141,3
23893,23397,11141,8
1432,1406.88,11142,5
843.41,828.61,11142,7
2017.14,1981.76,11142,2
13469.81,13233.55,11142,1
4153.7,4080.85,11142,4
494.43,485.76,11142,6
1763.53,1732.6,11142,3
24174,23750,11142,8
971.47,912.28,11143,7
2415.09,2267.94,11143,2
14129.49,13268.61,11143,1
5006.83,4701.78,11143,4
1676.52,1574.37,11143,5
578.71,543.45,11143,6
1941.9,1823.58,11143,3
26720,25092,11143,8
2898.22,2643.45,11144,2
15333.54,13985.6,11144,1
5909.14,5389.68,11144,4
1926.96,1757.57,11144,5
1008.7,920.03,11144,7
702.14,640.42,11144,6
2480.3,2262.26,11144,3
30259,27599,11144,8
968.82,924.83,11145,7
3007.36,2870.81,11145,2
15989.89,15263.86,11145,1
6278.43,5993.35,11145,4
1954.08,1865.36,11145,5
779.33,743.94,11145,6
2384.09,2275.84,11145,3
31362,29938,11145,8
16150.49,16283.38,11146,1
6448.26,6501.32,11146,4
1914.25,1930,11146,5
894.2,901.55,11146,7
3036.28,3061.26,11146,2
764.86,771.15,11146,6
2026.68,2043.35,11146,3
31235,31492,11146,8
879.62,880.4,11147,7
3095.85,3098.62,11147,2
16609.4,16624.28,11147,1
6481.71,6487.51,11147,4
1938.9,1940.64,11147,5
791.26,791.97,11147,6
2568.28,2570.58,11147,3
32365,32394,11147,8
2814.61,2970.5,11148,2
15534.87,16395.31,11148,1
6271.55,6618.92,11148,4
1809.02,1909.22,11148,5
834.56,880.79,11148,7
809.48,854.32,11148,6
2383.9,2515.94,11148,3
30458,32145,11148,8
795.91,847.02,11149,7
2715.23,2889.61,11149,2
15009.75,15973.74,11149,1
6057.64,6446.69,11149,4
1670.49,1777.78,11149,5
717.36,763.44,11149,6
1807.63,1923.72,11149,3
28774,30622,11149,8
5926.09,6223.48,11150,4
1590.66,1670.48,11150,5
785.75,825.18,11150,7
2690.95,2825.98,11150,2
14981.08,15732.86,11150,1
627.91,659.41,11150,6
1933.58,2030.61,11150,3
28536,29968,11150,8
772.02,810.53,11151,7
2577.72,2706.27,11151,2
14497.85,15220.87,11151,1
5674.25,5957.23,11151,4
1587.69,1666.87,11151,5
662.7,695.75,11151,6
2099.78,2204.49,11151,3
27872,29262,11151,8
2565.42,2601.12,11152,2
14666.41,14870.5,11152,1
5645,5723.56,11152,4
1671.96,1695.23,11152,5
781.4,792.28,11152,7
705.47,715.28,11152,6
2206.33,2237.04,11152,3
28242,28635,11152,8
797.1,801.91,11153,7
2552.74,2568.12,11153,2
14962.47,15052.64,11153,1
5617.24,5651.09,11153,4
1717.98,1728.34,11153,5
637.43,641.27,11153,6
2258.03,2271.64,11153,3
28543,28715,11153,8
16023.17,16108.18,11154,1
5570.57,5600.12,11154,4
1758.4,1767.73,11154,5
897.11,901.87,11154,7
2510,2523.32,11154,2
601.58,604.77,11154,6
2419.19,2432.02,11154,3
29780,29938,11154,8
1052.62,1050.83,11155,7
2739.41,2734.74,11155,2
17318.46,17288.91,11155,1
6273.26,6262.56,11155,4
2047.14,2043.65,11155,5
718.94,717.71,11155,6
2668.17,2663.61,11155,3
32818,32762,11155,8
2709.04,2813.66,11156,2
16977.16,17632.76,11156,1
6163.08,6401.08,11156,4
2080.71,2161.06,11156,5
1107.23,1149.98,11156,7
698.37,725.33,11156,6
2711.42,2816.13,11156,3
32447,33700,11156,8
2551.03,2654.21,11157,2
15994.15,16641.05,11157,1
5835.86,6071.9,11157,4
1944.32,2022.96,11157,5
1034.55,1076.39,11157,7
665.66,692.58,11157,6
2533.44,2635.91,11157,3
30559,31795,11157,8
1760.7,1840.46,11158,5
942.46,985.16,11158,7
2372.34,2479.81,11158,2
15088.83,15772.38,11158,1
5242.14,5479.62,11158,4
583.71,610.15,11158,6
2330.83,2436.42,11158,3
28321,29604,11158,8
841.8,863.27,11159,7
2100.34,2153.91,11159,2
13953.25,14309.13,11159,1
4582.01,4698.88,11159,4
1612.23,1653.35,11159,5
474.48,486.58,11159,6
2077.9,2130.89,11159,3
25642,26296,11159,8
1921.18,1989.46,11160,2
13005.09,13467.29,11160,1
4278.26,4430.31,11160,4
1479.72,1532.31,11160,5
781.39,809.16,11160,7
418.91,433.8,11160,6
1919.45,1987.67,11160,3
23804,24650,11160,8
758.42,769.59,11161,7
1844.9,1872.08,11161,2
12958.82,13149.74,11161,1
4022.5,4081.76,11161,4
1398.71,1419.32,11161,5
393.63,399.43,11161,6
1836.03,1863.08,11161,3
23213,23555,11161,8
12728.27,12841.44,11162,1
3882.35,3916.87,11162,4
1363.67,1375.8,11162,5
753.12,759.82,11162,7
1801.13,1817.15,11162,2
377.73,381.08,11162,6
1813.73,1829.86,11162,3
22720,22922,11162,8
764.34,759.23,11163,7
1817.77,1805.63,11163,2
12944.24,12857.82,11163,1
3917.16,3891.01,11163,4
1375.88,1366.7,11163,5
377.1,374.58,11163,6
1869.51,1857.03,11163,3
23066,22912,11163,8
1950.03,1863.51,11164,2
14281.66,13648.04,11164,1
4117.09,3934.43,11164,4
1456.79,1392.16,11164,5
817.17,780.92,11164,7
414.67,396.27,11164,6
1959.6,1872.66,11164,3
24997,23888,11164,8
901.38,841.67,11165,7
2426.23,2265.51,11165,2
17716.45,16542.85,11165,1
4880.54,4557.24,11165,4
1648.23,1539.05,11165,5
491.69,459.12,11165,6
2172.49,2028.57,11165,3
30237,28234,11165,8
5759.79,5483.48,11166,4
1786.32,1700.63,11166,5
1066.03,1014.89,11166,7
2957.97,2816.07,11166,2
21779.29,20734.49,11166,1
540.69,514.75,11166,6
2338.9,2226.7,11166,3
36229,34491,11166,8
1242.22,1175.93,11167,7
3630.37,3436.64,11167,2
25155.76,23813.35,11167,1
6876.84,6509.87,11167,4
2106.24,1993.84,11167,5
713.27,675.21,11167,6
2888.31,2734.18,11167,3
42613,40339,11167,8
4179.81,4093.84,11168,2
26015.81,25480.71,11168,1
7709.08,7550.51,11168,4
2137.19,2093.23,11168,5
1163.66,1139.73,11168,7
740.03,724.81,11168,6
3124.43,3060.17,11168,3
45070,44143,11168,8
1087.74,1063.86,11169,7
4249.71,4156.39,11169,2
26106.76,25533.53,11169,1
7833.11,7661.12,11169,4
2119.33,2072.79,11169,5
716.81,701.07,11169,6
3110.54,3042.24,11169,3
45224,44231,11169,8
26339.74,25451.71,11170,1
7784.01,7521.57,11170,4
2050.51,1981.38,11170,5
993.85,960.34,11170,7
4369.56,4222.24,11170,2
679.21,656.31,11170,6
3075.13,2971.46,11170,3
45292,43765,11170,8
939.24,927.73,11171,7
4169.92,4118.84,11171,2
25517.42,25204.81,11171,1
7289.29,7199.99,11171,4
1962.43,1938.38,11171,5
675.92,667.64,11171,6
2951.79,2915.62,11171,3
43506,42973,11171,8
3970.79,3930.13,11172,2
24550.87,24299.46,11172,1
7304.81,7230,11172,4
1974.69,1954.47,11172,5
922.15,912.71,11172,7
682.43,675.44,11172,6
2878.26,2848.79,11172,3
42284,41851,11172,8
4099.78,4013.69,11173,2
25105.69,24578.48,11173,1
7190.53,7039.54,11173,4
1945.58,1904.72,11173,5
913.92,894.73,11173,7
679.61,665.34,11173,6
2922.89,2861.51,11173,3
42858,41958,11173,8
7420.2,7236.08,11174,4
1959.12,1910.51,11174,5
889.25,867.19,11174,7
4156.97,4053.82,11174,2
25311.66,24683.57,11174,1
690.43,673.29,11174,6
2894.37,2822.55,11174,3
43322,42247,11174,8
881.56,857.12,11175,7
4140.45,4025.67,11175,2
24968.85,24276.63,11175,1
7248.46,7047.51,11175,4
1962.99,1908.57,11175,5
666.14,647.68,11175,6
2947.55,2865.83,11175,3
42816,41629,11175,8
4021.21,3943.24,11176,2
23944.74,23480.46,11176,1
7095.66,6958.08,11176,4
1968.69,1930.52,11176,5
870.27,853.4,11176,7
644.08,631.59,11176,6
2972.35,2914.72,11176,3
41517,40712,11176,8
865.1,845.54,11177,7
3803.45,3717.44,11177,2
22909.96,22391.86,11177,1
7021.83,6863.03,11177,4
2020.77,1975.07,11177,5
639.19,624.74,11177,6
2934.7,2868.33,11177,3
40195,39286,11177,8
23097.64,22721.13,11178,1
6915.04,6802.32,11178,4
2122.6,2088,11178,5
1009.25,992.8,11178,7
3587.24,3528.77,11178,2
653.4,642.75,11178,6
2919.82,2872.23,11178,3
40305,39648,11178,8
1146.9,1109.89,11179,7
3640.01,3522.57,11179,2
23995.79,23221.59,11179,1
7565.71,7321.61,11179,4
2568.09,2485.24,11179,5
792.99,767.41,11179,6
3310.5,3203.69,11179,3
43020,41632,11179,8
3420.07,3369.72,11180,2
23263.34,22920.91,11180,1
7169.11,7063.58,11180,4
2485.37,2448.79,11180,5
1164.44,1147.3,11180,7
776.37,764.94,11180,6
3094.3,3048.76,11180,3
41373,40764,11180,8
3138.46,3101.89,11181,2
21113.97,20867.99,11181,1
6666.88,6589.21,11181,4
2321.66,2294.61,11181,5
1104.3,1091.44,11181,7
698.07,689.94,11181,6
2982.66,2947.91,11181,3
38026,37583,11181,8
19322.59,19155.76,11182,1
5960.42,5908.95,11182,4
2053.25,2035.52,11182,5
986.13,977.61,11182,7
2791.09,2766.99,11182,2
614.25,608.95,11182,6
2671.28,2648.22,11182,3
34399,34102,11182,8
892.99,859.68,11183,7
2543.22,2448.36,11183,2
18072.87,17398.74,11183,1
5148.15,4956.12,11183,4
1812.58,1744.97,11183,5
543.46,523.19,11183,6
2299.74,2213.96,11183,3
31313,30145,11183,8
2379.88,2377.68,11184,2
17307.7,17291.74,11184,1
4680.45,4676.14,11184,4
1591.11,1589.64,11184,5
824.43,823.67,11184,7
422.43,422.04,11184,6
2068,2066.09,11184,3
29274,29247,11184,8
2304.89,2296.65,11185,2
16622.75,16563.32,11185,1
4407.9,4392.14,11185,4
1497.85,1492.49,11185,5
785.18,782.37,11185,7
401.9,400.46,11185,6
1947.54,1940.58,11185,3
27968,27868,11185,8
2257.26,2231.29,11186,2
16582.99,16392.2,11186,1
4282.75,4233.48,11186,4
1462.13,1445.31,11186,5
782.61,773.61,11186,7
392.2,387.69,11186,6
1879.06,1857.44,11186,3
27639,27321,11186,8
2282.92,2259.46,11187,2
16394.94,16226.39,11187,1
4299.38,4255.18,11187,4
1466.92,1451.84,11187,5
778.06,770.06,11187,7
394.12,390.07,11187,6
1911.66,1892.01,11187,3
27528,27245,11187,8
404.18,394.41,11188,6
2380.5,2322.98,11188,2
17182.76,16767.6,11188,1
4455.9,4348.24,11188,4
1516.48,1479.84,11188,5
809.75,790.19,11188,7
1932.43,1885.74,11188,3
28682,27989,11188,8
915.36,859.99,11189,7
2764.89,2597.65,11189,2
20211.16,18988.65,11189,1
5208.52,4893.47,11189,4
1698.63,1595.89,11189,5
481.31,452.19,11189,6
2182.15,2050.16,11189,3
33462,31438,11189,8
1022.08,989.2,11190,7
3135.09,3034.23,11190,2
23403.28,22650.4,11190,1
5738.41,5553.81,11190,4
1815.92,1757.5,11190,5
598.23,578.98,11190,6
2303.99,2229.87,11190,3
38017,36794,11190,8
3758.12,3675.35,11191,2
26008.66,25435.83,11191,1
6873.41,6722.03,11191,4
2155.6,2108.13,11191,5
1150.97,1125.62,11191,7
648.88,634.59,11191,6
2901.35,2837.45,11191,3
43497,42539,11191,8
1110.57,1122.26,11192,7
4285.41,4330.54,11192,2
26557.41,26837.11,11192,1
7384.75,7462.53,11192,4
2198.37,2221.52,11192,5
661.92,668.89,11192,6
3093.56,3126.14,11192,3
45292,45769,11192,8
26445.02,26419.35,11193,1
7567.51,7560.16,11193,4
2114.6,2112.54,11193,5
1069.86,1068.83,11193,7
4408.89,4404.61,11193,2
682.86,682.19,11193,6
3048.27,3045.32,11193,3
45337,45293,11193,8
1059.91,1044.95,11194,7
4283.71,4223.26,11194,2
27030.08,26648.63,11194,1
7574.86,7467.96,11194,4
2075.7,2046.41,11194,5
659.07,649.77,11194,6
2950.67,2909.03,11194,3
45634,44990,11194,8
4261.64,4234.76,11195,2
26218.27,26052.88,11195,1
7144.71,7099.64,11195,4
1980.66,1968.17,11195,5
1018.52,1012.1,11195,7
638.07,634.04,11195,6
2809.13,2791.41,11195,3
44071,43793,11195,8
986.25,968.81,11196,7
4093.3,4020.92,11196,2
25013.99,24571.7,11196,1
7287.23,7158.38,11196,4
2040.36,2004.28,11196,5
668,656.19,11196,6
2836.88,2786.72,11196,3
42926,42167,11196,8
7040.66,6818.99,11197,4
1945.31,1884.06,11197,5
877.31,849.69,11197,7
4159.71,4028.75,11197,2
26112.18,25290.07,11197,1
678.18,656.83,11197,6
2796.65,2708.61,11197,3
43610,42237,11197,8
833.37,817.98,11198,7
4174.2,4097.13,11198,2
25895.58,25417.46,11198,1
7080.37,6949.64,11198,4
1950.07,1914.07,11198,5
699.19,686.28,11198,6
2858.22,2805.44,11198,3
43491,42688,11198,8
4077.5,4081.77,11199,2
25708.45,25735.41,11199,1
6995.49,7002.82,11199,4
1951.97,1954.02,11199,5
837.61,838.49,11199,7
679.77,680.48,11199,6
2659.22,2662.01,11199,3
42910,42955,11199,8
891.29,914.2,11200,7
3805.01,3902.81,11200,2
24256.46,24879.96,11200,1
6779.84,6954.12,11200,4
1896.4,1945.15,11200,5
605.11,620.67,11200,6
2769.9,2841.1,11200,3
41004,42058,11200,8
23731.3,24127.31,11201,1
6476.52,6584.59,11201,4
1992.17,2025.42,11201,5
974.9,991.17,11201,7
3563.17,3622.63,11201,2
624.8,635.23,11201,6
2668.14,2712.66,11201,3
40031,40699,11201,8
1063.62,1047.86,11202,7
3537.14,3484.71,11202,2
24051.97,23695.48,11202,1
6733.12,6633.32,11202,4
2087.66,2056.72,11202,5
653.75,644.06,11202,6
2758.74,2717.85,11202,3
40886,40280,11202,8
3640.94,3501.14,11203,2
24505.23,23564.27,11203,1
7463.57,7176.98,11203,4
2522.16,2425.32,11203,5
1178.81,1133.55,11203,7
759.26,730.1,11203,6
3187.03,3064.65,11203,3
43257,41596,11203,8
1182.86,1179.57,11204,7
3508.9,3499.12,11204,2
23495.21,23429.71,11204,1
7143.56,7123.65,11204,4
2390.13,2383.46,11204,5
754.08,751.98,11204,6
3134.25,3125.52,11204,3
41609,41493,11204,8
2182.42,2202.63,11205,5
1081.44,1091.45,11205,7
3156.61,3185.84,11205,2
21256.28,21453.12,11205,1
6509.02,6569.29,11205,4
662.39,668.52,11205,6
2840.84,2867.15,11205,3
37689,38038,11205,8
1006.18,993.89,11206,7
2881.77,2846.58,11206,2
19836.73,19594.54,11206,1
5921.86,5849.56,11206,4
1955.18,1931.3,11206,5
614.3,606.8,11206,6
2675.99,2643.32,11206,3
34892,34466,11206,8
2574.27,2505.6,11207,2
18165.64,17681.1,11207,1
5110.4,4974.09,11207,4
1730.74,1684.58,11207,5
897.33,873.39,11207,7
521.05,507.15,11207,6
2342.57,2280.09,11207,3
31342,30506,11207,8
835.23,844.45,11208,7
2313.97,2339.5,11208,2
17231.41,17421.51,11208,1
4533.88,4583.9,11208,4
1577.46,1594.87,11208,5
496.22,501.7,11208,6
2017.82,2040.09,11208,3
29006,29326,11208,8
16780.82,16578.75,11209,1
4292.89,4241.2,11209,4
1494.34,1476.35,11209,5
823.34,813.42,11209,7
2282.21,2254.73,11209,2
453.51,448.05,11209,6
1942.89,1919.5,11209,3
28070,27732,11209,8
796.86,786.01,11210,7
2264.3,2233.46,11210,2
16760.95,16532.68,11210,1
4204.9,4147.63,11210,4
1449.15,1429.41,11210,5
446.76,440.68,11210,6
1905.08,1879.13,11210,3
27828,27449,11210,8
2283.01,2240.8,11211,2
16971.46,16657.62,11211,1
4207.29,4129.48,11211,4
1433.75,1407.23,11211,5
788.73,774.15,11211,7
440.18,432.04,11211,6
1941.59,1905.69,11211,3
28066,27547,11211,8
815.3,786.49,11212,7
2348.99,2265.99,11212,2
17518.22,16899.24,11212,1
4339.25,4185.93,11212,4
1493.81,1441.02,11212,5
441.54,425.94,11212,6
2023.89,1952.38,11212,3
28981,27957,11212,8
4990.73,4782.53,11213,4
1667.64,1598.07,11213,5
904.38,866.65,11213,7
2668.92,2557.58,11213,2
19958.07,19125.5,11213,1
495.55,474.88,11213,6
2299.72,2203.79,11213,3
32985,31609,11213,8
1043.96,1025.08,11214,7
3144.13,3087.28,11214,2
23064.2,22647.17,11214,1
5914.47,5807.53,11214,4
1894.96,1860.69,11214,5
573.18,562.81,11214,6
2471.11,2426.43,11214,3
38106,37417,11214,8
3665.84,3615.95,11215,2
25799.81,25448.65,11215,1
6714.1,6622.72,11215,4
2167.36,2137.86,11215,5
1147.31,1131.69,11215,7
692.8,683.37,11215,6
2793.79,2755.76,11215,3
42981,42396,11215,8
1106.71,1100.94,11216,7
4151.22,4129.56,11216,2
26412.97,26275.14,11216,1
7238.43,7200.65,11216,4
2193.09,2181.65,11216,5
742.55,738.67,11216,6
2998.04,2982.39,11216,3
44843,44609,11216,8
26097.75,26017.77,11217,1
7382.82,7360.2,11217,4
2127.44,2120.92,11217,5
1107.09,1103.7,11217,7
4204.95,4192.06,11217,2
671.26,669.21,11217,6
3115.69,3106.15,11217,3
44707,44570,11217,8
1008.7,1033.7,11218,7
4270.86,4376.68,11218,2
25427.02,26057.06,11218,1
7374.62,7557.36,11218,4
2055.29,2106.22,11218,5
641.63,657.52,11218,6
3009.88,3084.46,11218,3
43788,44873,11218,8
4204.8,4264.19,11219,2
25308.73,25666.16,11219,1
7172.78,7274.07,11219,4
1987.53,2015.6,11219,5
919.1,932.08,11219,7
626.07,634.92,11219,6
2902.99,2943.99,11219,3
43122,43731,11219,8
3964.89,3965.93,11220,2
24574.12,24580.54,11220,1
7077.71,7079.56,11220,4
1860.72,1861.21,11220,5
1060.9,1061.18,11220,7
602.58,602.74,11220,6
2959.08,2959.86,11220,3
42100,42111,11220,8
1814.22,1797.52,11221,5
917.48,909.04,11221,7
4066.73,4029.31,11221,2
25297.57,25064.8,11221,1
7036.14,6971.4,11221,4
628.13,622.35,11221,6
2842.74,2816.58,11221,3
42603,42211,11221,8
921.21,920.32,11222,7
4096.59,4092.63,11222,2
25270.13,25245.71,11222,1
7075.33,7068.49,11222,4
1703.67,1702.03,11222,5
554.38,553.85,11222,6
2811.7,2808.98,11222,3
42433,42392,11222,8
4063.75,4077.4,11223,2
24622.65,24705.36,11223,1
7111.18,7135.07,11223,4
1884.28,1890.61,11223,5
911.73,914.79,11223,7
582.15,584.1,11223,6
2799.27,2808.67,11223,3
41975,42116,11223,8
889.45,904.65,11224,7
3881.05,3947.42,11224,2
23726.63,24132.32,11224,1
7021.33,7141.39,11224,4
1846.84,1878.42,11224,5
594.31,604.47,11224,6
2803.4,2851.33,11224,3
40763,41460,11224,8
22996.82,23543.76,11225,1
6902.59,7066.76,11225,4
1912.7,1958.19,11225,5
897.86,919.22,11225,7
3700.72,3788.74,11225,2
620.47,635.22,11225,6
2744.84,2810.13,11225,3
39776,40722,11225,8
1049.04,1038.06,11226,7
3560,3522.73,11226,2
23820.41,23570.99,11226,1
6918.57,6846.13,11226,4
2099.47,2077.48,11226,5
667.96,660.96,11226,6
2855.55,2825.65,11226,3
40971,40542,11226,8
3595.07,3516.44,11227,2
24326.16,23794.14,11227,1
7397.95,7236.16,11227,4
2456.17,2402.45,11227,5
1148.34,1123.23,11227,7
790.94,773.64,11227,6
3220.37,3149.94,11227,3
42935,41996,11227,8
1173.95,1177.12,11228,7
3442.28,3451.59,11228,2
23311.3,23374.35,11228,1
7093.81,7113,11228,4
2413.29,2419.81,11228,5
764.01,766.08,11228,6
3213.37,3222.06,11228,3
41412,41524,11228,8
6550.44,6649.44,11229,4
2237.74,2271.56,11229,5
1076.36,1092.63,11229,7
3120.94,3168.11,11229,2
21167.88,21487.83,11229,1
695.23,705.74,11229,6
2995.42,3040.69,11229,3
37844,38416,11229,8
988.07,1002.83,11230,7
2847.81,2890.35,11230,2
19356.25,19645.39,11230,1
5949.08,6037.94,11230,4
2018.83,2048.99,11230,5
648.97,658.66,11230,6
